"t [pixel] #1","x [pixel] #1","t [pixel] #2","x [pixel] #2","t [pixel] #3","x [pixel] #3","t [pixel] #4","x [pixel] #4","t [pixel] #5","x [pixel] #5","t [pixel] #6","x [pixel] #6","t [pixel] #7","x [pixel] #7","t [pixel] #8","x [pixel] #8","t [pixel] #9","x [pixel] #9","t [pixel] #10","x [pixel] #10","t [pixel] #11","x [pixel] #11","t [pixel] #12","x [pixel] #12","t [pixel] #13","x [pixel] #13","t [pixel] #14","x [pixel] #14","t [pixel] #15","x [pixel] #15"
"","",28.6,130.4,28.8,100.80000000000001,"","","","",29.6,0.8,"","","","","","","","","","","","","","","","","",""
"","",28.8,129.6,29.,101.60000000000001,"","","","",29.8,0.8,"","","","","","","","","","","","","","","","","",""
"","",29.,129.6,29.200000000000003,101.60000000000001,"","","","",30.,0.8,"","","","","","","","","","","","","","","","","",""
"","",29.200000000000003,130.4,29.400000000000002,101.60000000000001,"","","","",30.200000000000003,0.8,"","","","","","","","","","","","","","","","","",""
"","",29.400000000000002,130.4,29.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",29.6,131.20000000000002,29.8,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",29.8,131.20000000000002,30.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",30.,132.,30.200000000000003,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",30.200000000000003,132.,30.400000000000002,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",30.400000000000002,132.,30.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",30.6,132.8,30.8,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",30.8,132.8,31.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",31.,132.8,31.200000000000003,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",31.200000000000003,132.8,31.400000000000002,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",31.400000000000002,132.8,31.6,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",31.6,133.6,31.8,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",31.8,133.6,32.,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",32.,133.6,32.2,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",32.2,133.6,32.4,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",32.4,133.6,32.6,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",32.6,133.6,32.800000000000004,100.80000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",32.800000000000004,133.6,33.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",33.,133.6,33.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",33.2,133.6,33.4,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",33.4,133.6,33.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",33.6,133.6,33.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",33.800000000000004,133.6,34.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",34.,134.4,34.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",34.2,134.4,34.4,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",34.4,134.4,34.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",34.6,134.4,34.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",34.800000000000004,134.4,35.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",35.,134.4,35.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",35.2,134.4,35.4,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",35.4,134.4,35.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",35.6,135.20000000000002,35.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",35.800000000000004,135.20000000000002,36.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",36.,135.20000000000002,36.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",36.2,135.20000000000002,36.4,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",36.4,135.20000000000002,36.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",36.6,135.20000000000002,36.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",36.800000000000004,135.20000000000002,37.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",37.,136.,37.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",37.2,136.,37.4,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",37.4,136.,37.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",37.6,136.,37.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",37.800000000000004,136.,38.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",38.,136.,38.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",38.2,136.,38.400000000000006,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",38.400000000000006,136.,38.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",38.6,136.,38.800000000000004,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",38.800000000000004,136.,39.,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",39.,136.,39.2,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",39.2,136.,39.400000000000006,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",39.400000000000006,136.,39.6,101.60000000000001,"","","","","","","","","","","","","","","","","","","","","","","",""
"","",39.6,136.,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",39.800000000000004,136.,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","",40.,136.,"","","","","","","","","","","","","","","","","","","","","","","","","",""
